ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress	Aasta
2254959	149900	4	153	NA	2007	Elulõnga Ihaste Tartu Tartumaa	2013
2254960	250000	5	210	Uus	2013	Hagaste Pühalepa vald Hiiumaa	2013
2254964	20000	3	77.8	Valmis	1987	Tiigi . Allika Varbla vald Pärnumaa	2013
2254976	9000	4	198	Vajab renoveerimist	1901	Nurga Kõpu Pajusi vald Jõgevamaa	2013
2254977	50000	5	160.8	Valmis	1965	Liiva tn 16 Valga Valgamaa	2013
2254978	6e+05	8	553	Vajab renoveerimist	2001	Randvere tee 1 Pirita Tallinn Harjumaa	2013
2254979	607161	7	349.5	Uus	2007	Põdrakanepi tee 4 Pirita Tallinn Harjumaa	2013
2254993	35000	3	36.1	NA	2009	Kondimäe Hellamaa Pühalepa vald Hiiumaa	2013
2255004	138000	6	355.5	Renoveeritud	1986	Valga mnt. Tihemetsa Saarde vald Pärnumaa	2013
2255022	29000	2	60	Valmis	1960	 68a Rakvere Lääne-Virumaa	2013
2255023	107000	4	120.2	Renoveeritud	2011	Ikaruse tee 37 Aespa Kohila vald Raplamaa	2013
2255062	298000	7	185.4	Renoveeritud	2004	Läänekaare 12 Nõmme Tallinn Harjumaa	2013
2255080	410000	6	320	NA	2008	Leppneeme Viimsi vald Harjumaa	2013
2255136	199000	6	250	Renoveeritud	1987	Põlluääre 25. Tel:5205048 Iru Jõelähtme vald Harjumaa	2013
2255159	275000	4	206	Uus	2010	Teekalda tee 10 Randvere Viimsi vald Harjumaa	2013
2255178	259000	6	149	Valmis	2004	 Pirita Tallinn Harjumaa	2013
2255189	250000	6	259.8	Uus	2007	Ilvese tee Kloogaranna Keila vald Harjumaa	2013
2255191	390000	8	281.9	Valmis	2008	Kiviranna 1 Leesi Kuusalu vald Harjumaa	2013
2255216	265000	6	359.5	Valmis	2011	Orhidee tee 4 Viimsi Viimsi vald Harjumaa	2013
2255218	298000	4	230	Uus	2001	Nurme tee 24 Haabneeme Viimsi vald Harjumaa	2013
2255255	470000	5	202	Uus	2010	Roostiku Haabersti Tallinn Harjumaa	2013
2255257	253000	5	191.6	Renoveeritud	1964	Künnapuu 28 Pirita Tallinn Harjumaa	2013
2255263	75000	5	131.8	Uus	2007	Oravapesa Tammuru Paikuse vald Pärnumaa	2013
2255264	60000	4	102.1	San. remont tehtud	1984	Pihlaka 50 Audru Audru vald Pärnumaa	2013
2255265	39000	3	142.1	Vajab renoveerimist	1985	Tähetorni Uulu Tahkuranna vald Pärnumaa	2013
2255271	120000	5	220	Uus	2007	Lille tee 13 Pulli Sauga vald Pärnumaa	2013
2255272	65000	6	111	San. remont tehtud	1958	Oru 35 Narva Ida-Virumaa	2013
2255279	62000	9	211.1	NA	1920	Tiigi Kehtna Kehtna vald Raplamaa	2013
2255287	63000	5	186.5	NA	2009	Vaino Kaerepere Kehtna vald Raplamaa	2013
2255288	23000	3	60	Valmis	1968	Kinnistu Ala Helme vald Valgamaa	2013
2255290	13500	4	103.8	Vajab renoveerimist	1931	Rokka Piiumetsa Väätsa vald Järvamaa	2013
2255291	3400000	6	582.7	Valmis	2001	Villa Katmandu Keila-Joa Keila vald Harjumaa	2013
2255301	460000	5	427	Vajab renoveerimist	1994	Tammneeme tee 48 Tammneeme Viimsi vald Harjumaa	2013
2255309	12000	3	65	Vajab renoveerimist	1928	Maasikmäe talu Kaagjärve Karula vald Valgamaa	2013
2255312	38000	6	149.3	NA	1966	Kalevi 18 Tapa Tapa vald Lääne-Virumaa	2013
2255317	299000	6	295.9	Valmis	1998	Käo Kristiine Tallinn Harjumaa	2013
2255350	295000	11	366	NA	1932	Türnpu tn 11 Kadrioru piiril Kesklinn Tallinn Harjumaa	2013
2255361	70000	4	85	Renoveeritud	1974	Kevade 3 Valga Valgamaa	2013
2255363	370688	6	280	Valmis	1998	Jaanilille tee 7a Pirita Tallinn Harjumaa	2013
2255364	42600	3	102.3	Valmis	1930	Roosi Matka Lüganuse vald Ida-Virumaa	2013
2255365	46660	4	92.5	Valmis	1960	Kooli tn Tõrva Valgamaa	2013
2255366	78000	6	274	Valmis	1990	Laadi tee Uulu Tahkuranna vald Pärnumaa	2013
2255368	65000	3	100	Renoveeritud	1975	Võnnu 21 Valga Valgamaa	2013
2255369	38800	4	102	Renoveeritud	1950	Uus 37 Valga Valgamaa	2013
2255371	16000	NA	90	NA	2006	Ploomi 8 Sindi Pärnumaa	2013
2255372	39000	4	121	Valmis	1939	Väljaotsa Vändra vald Pärnumaa	2013
2255376	30700	3	NA	Valmis	1958	Nõmme Varja Lüganuse vald Ida-Virumaa	2013
2255377	5496	6	107.1	Valmis	1901	Raudteeääre Väheru Karula vald Valgamaa	2013
2255379	30000	6	155.2	Valmis	1981	Odra 1 Valga Valgamaa	2013
2255380	37069	NA	240.1	Valmis	1910	E.Enno 8 Valga Valgamaa	2013
2255381	26843	7	108.6	Vajab renoveerimist	1918	Viljandi 6 Valga Valgamaa	2013
2255382	237000	6	480	Valmis	2002	Leiva 2 Valga Valgamaa	2013
2255385	45000	NA	99.2	Vajab renoveerimist	1962	Orgita küla Orgita Märjamaa vald Raplamaa	2013
2255390	460000	6	276.5	Valmis	1998	Kikkapuu tee 8 Pirita Tallinn Harjumaa	2013
2255392	99063	4	115.8	Valmis	1950	Lõuna 18 Valga Valgamaa	2013
2255395	21410	3	67	Valmis	1950	Raudtee 10 Tsirguliina Tõlliste vald Valgamaa	2013
2255396	12700	5	105	Vajab renoveerimist	1922	Veski 30 Antsla Antsla vald Võrumaa	2013
2255399	69500	3	100	Valmis	2007	Raadiku Reiu Tahkuranna vald Pärnumaa	2013
2255438	1e+05	4	110.4	Keskmine	1954	Kopli 5 Kose Kose vald Harjumaa	2013
2255449	750000	10	472.3	Uus	2003	Kalamehe tee 24 Pirita Tallinn Harjumaa	2013
2255453	24000	2	78.1	Keskmine	1966	Liiva tn Türi Türi vald Järvamaa	2013
2255491	26200	3	90.2	Valmis	1935	Orra-Karli Piiri Hummuli vald Valgamaa	2013
2255500	27000	2	57.5	Uus	2008	Patika Patika Tapa vald Lääne-Virumaa	2013
2255541	60000	5	140	Renoveeritud	1960	Kanepi Kanepi Kanepi vald Põlvamaa	2013
2255543	110000	4	123.8	Uus	2006	Viirpuu tee 9 Randvere Viimsi vald Harjumaa	2013
2255546	110000	4	123.8	Uus	2006	Viirpuu tee 9 Randvere Viimsi vald Harjumaa	2013
2255547	110000	4	123.8	Uus	2006	Viirpuu tee 9 Randvere Viimsi vald Harjumaa	2013
2255553	170000	5	170	Uus	2005	Jõetiiru tee Vaskjala Rae vald Harjumaa	2013
2255557	45000	5	110.4	Vajab renoveerimist	1984	Raudtee 21 Haapsalu Läänemaa	2013
2255558	45000	5	110.4	Vajab renoveerimist	1984	Raudtee 21 Haapsalu Läänemaa	2013
2255582	48800	2	56.5	Renoveeritud	1989	Roobuka põik Roobuka Saku vald Harjumaa	2013
2255592	63000	5	226	Valmis	1981	Araku Tõrva Valgamaa	2013
2255601	9300	NA	NA	Vajab renoveerimist	1905	Väike-Kareda Koigi vald Järvamaa	2013
2255602	255000	6	126	Uus	2009	Kanarbiku 20 Alajõe Alajõe vald Ida-Virumaa	2013
2255627	94000	5	110	Vajab renoveerimist	1978	Sepakuru 20 Ropka Tartu Tartumaa	2013
2255677	82000	5	170	Uus	2013	Vahi Tartu vald Tartumaa	2013
2255733	69000	2	86	San. remont tehtud	1920	Marguse Kose vald Harjumaa	2013
2255755	40000	4	122	Renoveeritud	1991	Pojengi 12 Paldiski Harjumaa	2013
2255788	247000	6	223	Renoveeritud	1997	Paluülase tee 17 Muuga aedlinn Maardu Harjumaa	2013
2255875	395000	7	273	Valmis	2000	Humala 4 Pärnu Pärnumaa	2013
2255881	65000	3	241.1	Valmis	1927	Tabraku Kelu Lihula vald Läänemaa	2013
2255886	185000	4	391	Valmis	1991	Jõe 16 Türi Türi vald Järvamaa	2013
2255903	164000	5	136	Valmis	2002	Sarapiku Saue Harjumaa	2013
2255904	36750	3	160.8	Vajab renoveerimist	1950	Oti Pallika Vigala vald Raplamaa	2013
2255906	29500	4	82	Vajab san. remonti	1919	Tehnika 15 Türi Türi vald Järvamaa	2013
2255964	299000	5	152.6	Valmis	2002	Poska 23/25 Kesklinn Tallinn Harjumaa	2013
2255978	93000	4	149	Valmis	2005	Ristiku Viiratsi Viljandi vald Viljandimaa	2013
2255980	125000	6	262.3	NA	1998	Kaseurva tee Laulasmaa Keila vald Harjumaa	2013
2255992	20000	6	115.6	Vajab renoveerimist	1994	Martsa Toila vald Ida-Virumaa	2013
2255998	9999	4	86.8	NA	1959	Asta Kulina Vinni vald Lääne-Virumaa	2013
2256025	57000	3	140	Valmis	1895	Kõrgemäe Viljandi Viljandimaa	2013
2256027	79000	5	93.1	Valmis	1967	Lühike Paide Järvamaa	2013
2256146	133900	4	137	Uus	2009	Kraavi tee 11 Ääsmäe Saue vald Harjumaa	2013
2256157	169000	4	175	NA	1970	Ränduri 30 Nõmme Tallinn Harjumaa	2013
2256160	167000	4	146	Uus	2011	Tamme tee 2 Kulna Keila vald Harjumaa	2013
2256225	120000	5	171.7	Valmis	2006	Heina 13 Räni Ülenurme vald Tartumaa	2013
2256226	120000	5	171.7	Valmis	2006	Heina 11 Räni Ülenurme vald Tartumaa	2013
2256227	319000	4	175.5	Uus	2007	Kesk-Kaare tee 51 Pärnamäe Viimsi vald Harjumaa	2013
2256245	16000	NA	182	Vajab renoveerimist	1901	Tallinna 42 Paide Järvamaa	2013
2256253	107000	7	200	Valmis	1990	Vasara põik 7 Ropka Tartu Tartumaa	2013
2256258	142800	7	388	Renoveeritud	2004	Linnamäe Vilina Jõgeva vald Jõgevamaa	2013
2256264	34000	5	85	NA	1959	Rakvere tee 3 Võsu Vihula vald Lääne-Virumaa	2013
2256265	150000	4	171.3	Valmis	1980	Sõstra tee Haabneeme Viimsi vald Harjumaa	2013
2256268	352000	6	261	Uus	2009	Meremärgi tee 10 Püünsi Viimsi vald Harjumaa	2013
2256269	29500	3	102.2	Vajab san. remonti	1939	Jaagu Vätse Ridala vald Läänemaa	2013
2256272	179000	6	208.3	Uus	2008	Maidla Mahlamäe Rapla vald Raplamaa	2013
2256279	18000	2	61	Vajab renoveerimist	1948	Illari Akste Ahja vald Põlvamaa	2013
2256310	450000	4	120	Vajab renoveerimist	1945	Väina tee 10 Pirita Tallinn Harjumaa	2013
2256311	227000	5	211	Uus	2004	Päevalille tee 54 Maardu Harjumaa	2013
2256312	69960	NA	681.6	Valmis	1925	Köisi Kareda vald Järvamaa	2013
2256313	850000	16	1299.2	Valmis	2007	Kadaka tee 25 Ilmandu Harku vald Harjumaa	2013
2256314	185000	5	111.7	Vajab renoveerimist	1934	Pärnu mnt 431 Nõmme Tallinn Harjumaa	2013
2256315	35000	3	70	Vajab renoveerimist	1901	Tuulevälja Rae vald Harjumaa	2013
2256331	279000	4	170.1	Uus	2013	Tiskrevälja 49 Haabersti Tallinn Harjumaa	2013
2256332	279000	4	170	Uus	2013	Tiskrevälja 49 Haabersti Tallinn Harjumaa	2013
2256335	249000	6	226.2	Valmis	1991	Pähkli 8 Tabasalu Harku vald Harjumaa	2013
2256338	86000	4	122	Vajab san. remonti	1935	Vesiroosi tee 10 Vaskjala Rae vald Harjumaa	2013
2256342	143000	5	161	Vajab renoveerimist	1961	Metsakooli tee 11 Pirita Tallinn Harjumaa	2013
2256358	169000	4	135.3	Uus	2013	Paruni 27 Ülenurme Ülenurme vald Tartumaa	2013
2256368	74900	NA	193.9	Uus	2009	Merihundi tee 6 Viti Harku vald Harjumaa	2013
2256370	265000	7	334	Valmis	2007	Salumetsa tee 1 Haabneeme Viimsi vald Harjumaa	2013
2256398	40000	NA	94	Vajab renoveerimist	1930	Pedaspääl Meerapalu Meeksi vald Tartumaa	2013
2256401	29999	4	103.2	San. remont tehtud	1948	Viljandi tn. 18a Türi Türi vald Järvamaa	2013
2256402	165000	4	146	Uus	2011	Tamme tee 2 Kulna Keila vald Harjumaa	2013
2256417	45000	4	112	Uus	1990	Vilusi Vilusi Lohusuu vald Ida-Virumaa	2013
2256473	2e+05	12	NA	Renoveeritud	1961	Kagu 3A Viljandi Viljandimaa	2013
2256504	28000	3	126	Vajab renoveerimist	2001	Sepikoja Perila Raasiku vald Harjumaa	2013
2256515	780000	4	226.1	Valmis	2004	Andrekse Pirita Tallinn Harjumaa	2013
2256521	18000	5	300	Keskmine	2005	Kiviõli Ida-Virumaa	2013
2256539	30000	3	92.5	Keskmine	1926	Otti talu Velise Märjamaa vald Raplamaa	2013
2256555	25500	3	60	Vajab san. remonti	1985	Vao tee 4 Türisalu Harku vald Harjumaa	2013
2256556	79000	5	300	Uus	2008	Pärgma tee 12 Türisalu Harku vald Harjumaa	2013
2256650	120000	5	130	Valmis	1937	Uusküla Uusküla Alajõe vald Ida-Virumaa	2013
2256651	12000	NA	41.5	Vajab renoveerimist	1922	Koidula tn. 29 Türi Türi vald Järvamaa	2013
2256669	209000	4	110.1	Uus	2013	Linnu tee 16 Kristiine Tallinn Harjumaa	2013
2256683	22500	5	152.4	Valmis	1980	Ala Helme vald Valgamaa	2013
2256708	134000	6	140	Valmis	2007	Elemendi tee 22 Liikva Harku vald Harjumaa	2013
2256748	239000	6	215.7	Valmis	2002	Postitalu 8 Haabersti Tallinn Harjumaa	2013
2256750	260000	4	144.9	Valmis	2006	Kolmikkaare 12 Muraste Harku vald Harjumaa	2013
2256804	115000	4	90.4	Uus	2014	Tooma 3 Soinaste Ülenurme vald Tartumaa	2013
2256834	110000	5	276	Vajab san. remonti	1992	 pst 54 A Maardu Harjumaa	2013
2256844	210000	5	178	Keskmine	1992	Lauliku 28 Nõmme Tallinn Harjumaa	2013
2256892	265000	7	290	Uus	2011	Orhidee 4 Viimsi Viimsi vald Harjumaa	2013
2256895	333000	7	395.5	NA	1987	Hallikivi tee 12 Tammneeme Viimsi vald Harjumaa	2013
2256917	315000	5	199.8	Uus	2007	Kristle tee 3 Püünsi Viimsi vald Harjumaa	2013
2256948	280000	7	272.7	Keskmine	1989	Pärnu mnt 426 Nõmme Tallinn Harjumaa	2013
2256970	199000	4	160	Uus	2007	Loode Keila Harjumaa	2013
2256971	9300	5	67.3	Valmis	1925	Jaama 4 Kilingi-Nõmme Saarde vald Pärnumaa	2013
2256985	499000	8	734	NA	2001	Juhtme 5 Peetri Rae vald Harjumaa	2013
2256993	39000	5	123.9	NA	1940	Paide mnt 9 Tamsalu Tamsalu vald Lääne-Virumaa	2013
2257071	145000	5	152.7	Vajab renoveerimist	1958	Tuisu tn 14 Järve Kristiine Tallinn Harjumaa	2013
2257080	57750	4	NA	NA	1963	Kanepi Narva Ida-Virumaa	2013
2257083	298000	6	250.6	Uus	2006	Ääre Paikuse Paikuse vald Pärnumaa	2013
2257130	24000	2	78.1	Keskmine	1966	Liiva tn Türi Türi vald Järvamaa	2013
2257147	97500	3	180	Keskmine	1939	Ülevälja Raikküla Raikküla vald Raplamaa	2013
2257161	79000	4	150	Keskmine	2008	Lasteaia põik 8 Ardu Kose vald Harjumaa	2013
2257180	99000	NA	146	Vajab renoveerimist	1924	Tondi 72 Kristiine Tallinn Harjumaa	2013
2257187	95000	5	NA	NA	1968	Kase 5 Võru Võrumaa	2013
2257192	35000	3	NA	NA	1970	Sulevi 6 Võru Võrumaa	2013
2257233	450000	8	372	Valmis	2008	Meistri Saue Harjumaa	2013
2257238	45000	5	140	NA	1975	Õuna 4 Mustvee Jõgevamaa	2013
2257276	50000	3	92.8	Vajab san. remonti	1948	Paidra Paidra Lasva vald Võrumaa	2013
2257288	209000	6	320	NA	1997	Ranna tn. 16 Kärdla Hiiu vald Hiiumaa	2013
2257294	99990	5	170	Valmis	1999	Tolli 8 Valga Valgamaa	2013
2257299	48000	5	139.6	Vajab san. remonti	1974	Tiigi 28 Valga Valgamaa	2013
2257300	171600	7	274.5	Valmis	1904	Valka kihelkond Vijciema küla Vijemeži 4 Valga Valgamaa	2013
2257351	295000	7	195.7	Valmis	1915	Silla Nõmme Tallinn Harjumaa	2013
2257355	239000	3	133	Vajab renoveerimist	1933	Valdeku 79 Nõmme Tallinn Harjumaa	2013
2257365	269900	4	119.7	Valmis	2013	Sihi 32 Nõmme Tallinn Harjumaa	2013
2257374	99000	3	83	Uus	2006	Linnu tee Õssu Ülenurme vald Tartumaa	2013
2257385	23000	3	281	NA	1890	Alatskivi vald Tartumaa	2013
2257393	350000	NA	1728.3	Vajab renoveerimist	1812	Hõreda mõis Hõreda Juuru vald Raplamaa	2013
2257410	199000	4	150	Uus	2013	Kuigu 29 Silla Paikuse vald Pärnumaa	2013
2257419	429000	6	273	Uus	2008	Kedriku 8 Pirita Tallinn Harjumaa	2013
2257431	179000	7	300	NA	1990	Arhitekti tn Veeriku Tartu Tartumaa	2013
2257432	179000	7	300	NA	1990	Arhitekti tn Veeriku Tartu Tartumaa	2013
2257446	130000	20	429	Uus	1970	Metsa 1 Võsu Vihula vald Lääne-Virumaa	2013
2257453	156000	5	134	NA	2007	Künnapuu 12 Rae vald Harjumaa	2013
2257454	165000	6	215	Uus	2007	Helgi tee Vääna-Jõesuu Harku vald Harjumaa	2013
2257492	55000	3	76.8	Uus	2010	Maidu Ridala vald Mäeküla Ridala vald Läänemaa	2013
2257507	240000	5	160	Valmis	2007	Kanarbiku 1 Kuusalu Kuusalu vald Harjumaa	2013
2257512	4500	3	129.3	Vajab renoveerimist	1931	Nelli Tõhela Tõstamaa vald Pärnumaa	2013
2257519	11504.1	2	123.5	Vajab renoveerimist	1949	Annuse Varbevere Palamuse vald Jõgevamaa	2013
2257520	16534	3	151.4	Vajab renoveerimist	1939	Lentsi Liivoja Jõgeva vald Jõgevamaa	2013
2257524	59000	3	131.1	Renoveeritud	1979	Pargi Lüganuse Lüganuse vald Ida-Virumaa	2013
2257530	139000	4	141.5	NA	2008	Lõo tee 11 Järveküla Rae vald Harjumaa	2013
2257536	27000	3	66	Vajab san. remonti	1965	Kopli Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013
2257537	37000	4	79.7	Vajab san. remonti	1959	Kase Kasti Märjamaa vald Raplamaa	2013
2257547	119900	6	130	Uus	2011	Lootuse tee 6 Metsakasti Viimsi vald Harjumaa	2013
2257549	129000	4	195	Valmis	2000	Uku põik Pärnu Pärnumaa	2013
2257550	20900	3	60.5	Valmis	1932	Pikasilla Põdrala vald Valgamaa	2013
2257554	49000	NA	446	NA	1939	Kesk 1 Tamsalu Tamsalu vald Lääne-Virumaa	2013
2257556	29000	2	56	Vajab renoveerimist	1940	Ööbiku 10 Tapa Tapa vald Lääne-Virumaa	2013
2257578	189000	6	260.8	Keskmine	1971	Linnu Tammelinn Tartu Tartumaa	2013
2257585	350000	5	252.6	NA	2003	Tulbiaia tee 38 Viimsi Viimsi vald Harjumaa	2013
2257591	350000	5	252.6	NA	2003	Tulbiaia tee 38 Viimsi Viimsi vald Harjumaa	2013
2257605	26500	2	52.5	Vajab renoveerimist	1947	Raua tn 2 Paralepa Ridala vald Läänemaa	2013
2257612	38000	NA	110.5	Vajab renoveerimist	1959	Jaama tee 14 Turba Nissi vald Harjumaa	2013
2257647	230000	5	280	Uus	2010	Kodusalu tee 5 Tänassilma Saku vald Harjumaa	2013
2257671	29500	3	50	Vajab renoveerimist	1960	Lille Rannu Rannu vald Tartumaa	2013
2257713	98898	6	318	Keskmine	2002	Sinitihase 4 Viti Harku vald Harjumaa	2013
2257729	1e+05	3	122.4	Uus	2007	Robiinia 7 Viti Harku vald Harjumaa	2013
2257778	285000	7	276.6	NA	2006	Lõikheina 4 Maardu Harjumaa	2013
2257786	31900	3	53.4	NA	1910	Tööstuse 4 Loksa Harjumaa	2013
2257817	63000	4	214.4	Valmis	1981	Rohu Türi Türi vald Järvamaa	2013
2257824	19500	4	101.1	Vajab renoveerimist	1966	Kopli tn Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013
2257831	12000	13	270.9	Vajab renoveerimist	1970	Aravete Ambla vald Järvamaa	2013
2257852	150000	5	77.3	Renoveeritud	1960	Männiallee Jabara Lüganuse vald Ida-Virumaa	2013
2257853	28500	3	167.5	Vajab renoveerimist	1927	Sõpruse Tiheda Kasepää vald Jõgevamaa	2013
2257856	185000	4	113	Uus	2013	Arkma Türi vald Järvamaa	2013
2257858	98000	5	379	Valmis	1920	Künka Kunda jõe kaldal Rahkla Sõmeru vald Lääne-Virumaa	2013
2257861	28000	3	192	Valmis	1920	Metsanurga Aruküla Vinni vald Lääne-Virumaa	2013
2257863	25875	5	105	Valmis	1930	Metsa - Karste Kanepi vald Põlvamaa	2013
2257916	298000	7	337	Renoveeritud	2004	Läänekaare 12 Nõmme Tallinn Harjumaa	2013
2257917	359000	6	266.1	Uus	2007	Mõõna tee 12 Pirita Tallinn Harjumaa	2013
2257932	27000	2	33	Uus	2013	Teisaldatav maja Toila Toila vald Ida-Virumaa	2013
2257938	40000	4	164	Vajab renoveerimist	1926	Larase Fällarna Vormsi vald Läänemaa	2013
2257939	23000	2	86.2	NA	1980	Lohu Pirgu Juuru vald Raplamaa	2013
2257950	240600	4	126	Renoveeritud	1982	Esplanaadi 26 Pärnu Pärnumaa	2013
2257951	189000	5	170.7	Uus	2007	Spordi Keila Harjumaa	2013
2257960	30000	NA	103	Vajab renoveerimist	1910	Väike-Lokulaane Võrumõisa Võru vald Võrumaa	2013
2257975	25650	4	199.8	Renoveeritud	1926	Luka . Kalitsa Koeru vald Järvamaa	2013
2257989	69900	4	140	Renoveeritud	2000	Liiva Alajõe Vara vald Tartumaa	2013
2258038	198000	5	280	Uus	2010	Kodusalu tee 5 Tänassilma Saku vald Harjumaa	2013
2258074	5e+05	14	403.5	Uus	2008	Suur-Ameerika 31/2 Kesklinn Tallinn Harjumaa	2013
2258110	135000	5	169.3	Valmis	2008	Kõivu tn. 9 Luige Kiili vald Harjumaa	2013
2258125	105437	5	176.6	Valmis	2006	Õhtu tee 3 Laadi Tahkuranna vald Pärnumaa	2013
2258146	238800	6	242.8	Valmis	2010	Nugise tee Haabneeme Viimsi vald Harjumaa	2013
2258149	155000	4	150.2	Valmis	2006	Taime Paralepa Ridala vald Läänemaa	2013
2258150	79000	6	333.9	Valmis	1999	Kanarbiku Paralepa Ridala vald Läänemaa	2013
2258152	155000	4	150.2	Valmis	2006	Taime Haapsalu Läänemaa	2013
2258209	87000	6	267.5	NA	1985	Elva Tartumaa	2013
2258214	95000	5	137	NA	1986	Delfiini 77 Kiisa Saku vald Harjumaa	2013
2258217	4e+05	8	377	NA	1995	Grossmanni Möldri Rõuge vald Võrumaa	2013
2258231	173000	4	103	NA	2002	Kanarbiku tee 11 Kelvingi Viimsi vald Harjumaa	2013
2258235	395000	6	320	Uus	2007	Karutiigi Alliku Saue vald Harjumaa	2013
2258246	170000	4	125.3	Uus	2008	Kolmiku 20/2 Muraste Harku vald Harjumaa	2013
2258251	110000	4	105.1	Uus	2007	Krossu Utessuu Rõuge vald Võrumaa	2013
2258263	212000	7	198	Uus	2009	Liiva põik Lagedi Rae vald Harjumaa	2013
2258269	255000	5	160	Uus	2003	Loopera tee 49 Rae vald Harjumaa	2013
2258274	198900	4	147	Uus	2005	Mereääre 4 Muraste Harku vald Harjumaa	2013
2258289	2e+05	4	125.3	Uus	2008	Kolmiku 20/1 Muraste Harku vald Harjumaa	2013
2258312	320000	7	320	Uus	2006	Saare 4 Hüüru Saue vald Harjumaa	2013
2258313	185000	4	165.7	NA	1998	Sambla 3 Nõmme Tallinn Harjumaa	2013
2258315	315000	4	290	Uus	2000	Sambla 19B Nõmme Tallinn Harjumaa	2013
2258330	190000	4	168.4	NA	2006	Tammermaa tee 1 Kulna Keila vald Harjumaa	2013
2258332	1e+05	2	120	NA	1978	Tammetalu 34 Luige Kiili vald Harjumaa	2013
2258337	215000	4	125	Renoveeritud	1982	Tihase 12A Kristiine Tallinn Harjumaa	2013
2258339	135000	6	205	NA	2001	Tooma tee 18 Männiku Saku vald Harjumaa	2013
2258347	245000	5	80.1	NA	1935	Ugala 27 Nõmme Tallinn Harjumaa	2013
2258354	36000	3	70	NA	1910	Valentini Tuulevälja Rae vald Harjumaa	2013
2258367	39500	NA	NA	NA	1870	Väike-Herdi Utu Käina vald Hiiumaa	2013
2258434	990000	7	400.4	Uus	2010	Pällo tee 8 Tabasalu Harku vald Harjumaa	2013
2258548	145000	15	899.9	Valmis	1932	Postikooli Rabaküla Surju vald Pärnumaa	2013
2258562	125000	5	130	Valmis	1970	Metsa 3 Elva Tartumaa	2013
2258571	18000	2	54.2	Valmis	1952	Tarvastu vald Viljandimaa	2013
2258588	180000	5	130.3	Uus	2005	Kellukese põik 5 Tõrvandi Ülenurme vald Tartumaa	2013
2258590	180000	5	163.7	Uus	2001	Tormilinnu tee Püünsi Viimsi vald Harjumaa	2013
2258596	124900	4	182	Uus	2012	Kalme Rõngu vald Tartumaa	2013
2258607	69000	4	110	Uus	2013	Narva mnt Jõhvi Jõhvi vald Ida-Virumaa	2013
2258611	9000	NA	273.7	Vajab san. remonti	1983	Tartu mnt 4 (1/4 kaasomandiosa) 4 Raja Kasepää vald Jõgevamaa	2013
2258616	82000	5	235	Valmis	1982	Künka tee Pulli Sauga vald Pärnumaa	2013
2258620	50000	3	100	Vajab san. remonti	2006	Tarmeli Vilivere Kohila vald Raplamaa	2013
2258626	139000	5	134.1	Renoveeritud	2005	Kaberneeme Jõelähtme vald Harjumaa	2013
2258627	139000	5	134.1	Renoveeritud	2005	Kaberneeme Jõelähtme vald Harjumaa	2013
2258630	299000	6	219	Uus	2011	Karusambla 29 Leppneeme Viimsi vald Harjumaa	2013
2258632	38880	5	167.4	Vajab renoveerimist	1991	Lauküla Sangaste vald Valgamaa	2013
2258634	2e+05	4	130	Uus	2002	Hommiku tee 22 Tabasalu Harku vald Harjumaa	2013
2258648	25000	NA	146	Vajab renoveerimist	1911	Konora Pusku Ridala vald Läänemaa	2013
2258654	68000	5	199.6	Vajab san. remonti	1958	Viljandi mnt Lelle Kehtna vald Raplamaa	2013
2258659	134000	5	280	Uus	2003	A.Vabbe 2 Ihaste Tartu Tartumaa	2013
2258668	230000	24	488.5	NA	1832	Järve Vana-Antsla Antsla vald Võrumaa	2013
2258753	170000	5	130.3	Uus	2005	Kellukese põik 5 Tõrvandi Ülenurme vald Tartumaa	2013
2258758	162000	4	202	Uus	2013	Karikakra Tõrvandi Ülenurme vald Tartumaa	2013
2258767	14900	2	107	Vajab san. remonti	1910	Uue-Saarma Liigvalla Rakke vald Lääne-Virumaa	2013
2258781	23000	NA	59.3	Valmis	1996	Martsa küla Martsa Toila vald Ida-Virumaa	2013
2258786	30000	4	81	Valmis	1998	Sula 3 Narva Ida-Virumaa	2013
2258789	179000	5	135	Valmis	1965	Mängu 1 Narva Ida-Virumaa	2013
2258831	165000	6	242.8	NA	1983	Väike Viigi 14  Haapsalu Läänemaa	2013
2258844	339000	4	206	Uus	2008	Ristikangru 50 Estonian Golf Resort Manniva Jõelähtme vald Harjumaa	2013
2258866	130000	5	113.2	Valmis	2006	Võtmeheina tee 11 Maardu Harjumaa	2013
2258889	73700	NA	NA	Renoveeritud	1908	Pammana Leisi vald Pammana Leisi vald Saaremaa	2013
2258894	111845.38	4	125	NA	2006	Putkendi Möldri Salme vald Saaremaa	2013
2258896	137500	5	184	NA	1997	Raja 32 Kuressaare Saaremaa	2013
2258904	51000	3	70	NA	1964	Sillu Sillu Maantee Maantee Torgu vald Saaremaa	2013
2258906	60400	4	NA	Renoveeritud	1900	Sopi Kapra Laimjala vald Saaremaa	2013
2258910	135900	6	270	NA	1919	Suurenu Hänga küla Hänga Torgu vald Saaremaa	2013
