Maakond;Vanuserühm;Murdekeele.oskus;Usk;Arv;Sugu
Järva maakond;50-64;idamurre;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;keskmurre;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;läänemurre;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;Mulgi murre;Kristlikud.vabakogudused;1;Mees
Järva maakond;50-64;rannikumurre;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;saarte murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;Tartu murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;Võru murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;Setu murrak;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;50-64;Ei oska murdeid;Kristlikud.vabakogudused;6;Mees
Järva maakond;50-64;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;Oskab mõnda murret;Kristlikud.vabakogudused;1;Mees
Järva maakond;65 ja vanemad;idamurre;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;keskmurre;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;läänemurre;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;rannikumurre;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;saarte murre;Kristlikud.vabakogudused;1;Mees
Järva maakond;65 ja vanemad;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;Tartu murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;Võru murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;Setu murrak;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Järva maakond;65 ja vanemad;Ei oska murdeid;Kristlikud.vabakogudused;4;Mees
Järva maakond;65 ja vanemad;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;idamurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;keskmurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;läänemurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;rannikumurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;saarte murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;Tartu murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;Võru murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;Setu murrak;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;15-29;Ei oska murdeid;Kristlikud.vabakogudused;6;Mees
Lääne maakond;15-29;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;idamurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;keskmurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;läänemurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;rannikumurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;saarte murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;Tartu murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;Võru murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;Setu murrak;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;30-49;Ei oska murdeid;Kristlikud.vabakogudused;11;Mees
Lääne maakond;30-49;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;idamurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;keskmurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;läänemurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;rannikumurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;saarte murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;Tartu murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;Võru murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;Setu murrak;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;50-64;Ei oska murdeid;Kristlikud.vabakogudused;12;Mees
Lääne maakond;50-64;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;idamurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;keskmurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;läänemurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;rannikumurre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;saarte murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;Tartu murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;Võru murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;Setu murrak;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne maakond;65 ja vanemad;Ei oska murdeid;Kristlikud.vabakogudused;2;Mees
Lääne maakond;65 ja vanemad;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;Oskab mõnda murret;Kristlikud.vabakogudused;1;Mees
Lääne-Viru maakond;15-29;idamurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;keskmurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;läänemurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;rannikumurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;saarte murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;Tartu murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;Võru murre;Kristlikud.vabakogudused;1;Mees
Lääne-Viru maakond;15-29;Setu murrak;Kristlikud.vabakogudused;1;Mees
Lääne-Viru maakond;15-29;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;15-29;Ei oska murdeid;Kristlikud.vabakogudused;7;Mees
Lääne-Viru maakond;15-29;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;idamurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;keskmurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;läänemurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;rannikumurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;saarte murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;Tartu murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;Võru murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;Setu murrak;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;30-49;Ei oska murdeid;Kristlikud.vabakogudused;13;Mees
Lääne-Viru maakond;30-49;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;Oskab mõnda murret;Kristlikud.vabakogudused;1;Mees
Lääne-Viru maakond;50-64;idamurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;keskmurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;läänemurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;rannikumurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;saarte murre;Kristlikud.vabakogudused;1;Mees
Lääne-Viru maakond;50-64;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;Tartu murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;Võru murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;Setu murrak;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;50-64;Ei oska murdeid;Kristlikud.vabakogudused;4;Mees
Lääne-Viru maakond;50-64;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;idamurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;keskmurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;läänemurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;rannikumurre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;saarte murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;Tartu murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;Võru murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;Setu murrak;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Lääne-Viru maakond;65 ja vanemad;Ei oska murdeid;Kristlikud.vabakogudused;4;Mees
Lääne-Viru maakond;65 ja vanemad;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;idamurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;keskmurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;läänemurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;rannikumurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;saarte murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;Tartu murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;Võru murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;Setu murrak;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;15-29;Ei oska murdeid;Kristlikud.vabakogudused;3;Mees
Põlva maakond;15-29;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;Oskab mõnda murret;Kristlikud.vabakogudused;2;Mees
Põlva maakond;30-49;idamurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;keskmurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;läänemurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;rannikumurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;saarte murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;Tartu murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;Võru murre;Kristlikud.vabakogudused;2;Mees
Põlva maakond;30-49;Setu murrak;Kristlikud.vabakogudused;1;Mees
Põlva maakond;30-49;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;30-49;Ei oska murdeid;Kristlikud.vabakogudused;1;Mees
Põlva maakond;30-49;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;Oskab mõnda murret;Kristlikud.vabakogudused;2;Mees
Põlva maakond;50-64;idamurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;keskmurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;läänemurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;rannikumurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;saarte murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;Tartu murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;Võru murre;Kristlikud.vabakogudused;2;Mees
Põlva maakond;50-64;Setu murrak;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;Ei oska murdeid;Kristlikud.vabakogudused;0;Mees
Põlva maakond;50-64;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;Oskab mõnda murret;Kristlikud.vabakogudused;1;Mees
Põlva maakond;65 ja vanemad;idamurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;keskmurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;läänemurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;rannikumurre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;saarte murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;Tartu murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;Võru murre;Kristlikud.vabakogudused;1;Mees
Põlva maakond;65 ja vanemad;Setu murrak;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;Ei oska murdeid;Kristlikud.vabakogudused;0;Mees
Põlva maakond;65 ja vanemad;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;idamurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;keskmurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;läänemurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;rannikumurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;saarte murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;Tartu murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;Võru murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;Setu murrak;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;15-29;Ei oska murdeid;Kristlikud.vabakogudused;7;Mees
Pärnu maakond;15-29;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;Oskab mõnda murret;Kristlikud.vabakogudused;1;Mees
Pärnu maakond;30-49;idamurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;keskmurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;läänemurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;rannikumurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;saarte murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;Tartu murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;Võru murre;Kristlikud.vabakogudused;1;Mees
Pärnu maakond;30-49;Setu murrak;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;30-49;Ei oska murdeid;Kristlikud.vabakogudused;17;Mees
Pärnu maakond;30-49;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;idamurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;keskmurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;läänemurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;rannikumurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;saarte murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;Tartu murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;Võru murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;Setu murrak;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;50-64;Ei oska murdeid;Kristlikud.vabakogudused;11;Mees
Pärnu maakond;50-64;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;Oskab mõnda murret;Kristlikud.vabakogudused;1;Mees
Pärnu maakond;65 ja vanemad;idamurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;keskmurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;läänemurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;rannikumurre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;saarte murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;Tartu murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;Võru murre;Kristlikud.vabakogudused;1;Mees
Pärnu maakond;65 ja vanemad;Setu murrak;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Pärnu maakond;65 ja vanemad;Ei oska murdeid;Kristlikud.vabakogudused;2;Mees
Pärnu maakond;65 ja vanemad;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;Oskab mõnda murret;Kristlikud.vabakogudused;1;Mees
Rapla maakond;15-29;idamurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;keskmurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;läänemurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;rannikumurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;saarte murre;Kristlikud.vabakogudused;1;Mees
Rapla maakond;15-29;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;Tartu murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;Võru murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;Setu murrak;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;15-29;Ei oska murdeid;Kristlikud.vabakogudused;7;Mees
Rapla maakond;15-29;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;Oskab mõnda murret;Kristlikud.vabakogudused;1;Mees
Rapla maakond;30-49;idamurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;keskmurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;läänemurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;Mulgi murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;rannikumurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;saarte murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;Kihnu murrak;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;Tartu murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;Võru murre;Kristlikud.vabakogudused;1;Mees
Rapla maakond;30-49;Setu murrak;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;oskab murret, kuid täpne murre teadmata;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;Põhja-Eesti murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;Lõuna-Eesti murre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;30-49;Ei oska murdeid;Kristlikud.vabakogudused;10;Mees
Rapla maakond;30-49;Murdekeele oskus teadmata;Kristlikud.vabakogudused;0;Mees
Rapla maakond;50-64;Oskab mõnda murret;Kristlikud.vabakogudused;0;Mees
Rapla maakond;50-64;idamurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;50-64;keskmurre;Kristlikud.vabakogudused;0;Mees
Rapla maakond;50-64;läänemurre;Kristlikud.vabakogudused;0;Mees
